               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.032926,            0.018423,            0.002118,              0.8801,             0.81682,             0.86721,             0.46045,            0.033135,            0.016782,           0.0069568,            0.004687,            0.004687,            0.004687
                 163,            0.033065,            0.018368,           0.0021572,             0.87965,             0.81665,             0.86671,             0.46058,             0.03314,             0.01678,           0.0069555,            0.004654,            0.004654,            0.004654
                 164,            0.032979,            0.018527,            0.002264,             0.87998,             0.81684,             0.86658,              0.4605,            0.033133,            0.016779,            0.006954,            0.004621,            0.004621,            0.004621
                 165,            0.032715,            0.018373,           0.0021279,             0.87986,             0.81786,              0.8668,             0.46061,            0.033132,            0.016776,           0.0069574,            0.004588,            0.004588,            0.004588
                 166,            0.032793,            0.018246,           0.0021192,             0.87936,             0.81881,             0.86714,              0.4612,            0.033116,             0.01677,           0.0069592,            0.004555,            0.004555,            0.004555
                 167,            0.032679,            0.018135,           0.0021448,             0.87998,             0.81853,               0.867,             0.46112,            0.033103,             0.01677,           0.0069662,            0.004522,            0.004522,            0.004522
                 168,            0.032916,            0.018522,           0.0021132,             0.87989,             0.81813,             0.86729,             0.46147,            0.033097,            0.016767,           0.0069663,            0.004489,            0.004489,            0.004489
                 169,            0.032729,             0.01852,           0.0021515,             0.88024,             0.81786,             0.86754,             0.46193,            0.033086,            0.016768,           0.0069666,            0.004456,            0.004456,            0.004456
                 170,            0.032756,            0.018385,           0.0021789,             0.88313,             0.81572,             0.86737,             0.46223,            0.033079,            0.016764,           0.0069603,            0.004423,            0.004423,            0.004423
                 171,            0.032881,            0.018356,           0.0021859,             0.88329,             0.81671,             0.86745,             0.46217,            0.033071,            0.016762,           0.0069616,             0.00439,             0.00439,             0.00439
                 172,            0.032677,            0.018277,           0.0020133,              0.8811,             0.81695,             0.86757,             0.46237,            0.033067,            0.016757,           0.0069712,            0.004357,            0.004357,            0.004357
                 173,            0.032744,            0.018243,            0.002134,             0.87472,             0.82115,             0.86748,             0.46243,            0.033065,            0.016754,            0.006984,            0.004324,            0.004324,            0.004324
                 174,            0.032673,            0.018134,           0.0021506,             0.87425,             0.82194,             0.86756,              0.4629,            0.033052,            0.016749,           0.0069891,            0.004291,            0.004291,            0.004291
                 175,            0.032465,            0.018446,           0.0020525,             0.87718,             0.82087,             0.86746,             0.46286,             0.03304,            0.016745,           0.0069956,            0.004258,            0.004258,            0.004258
                 176,            0.032773,            0.018507,           0.0019638,             0.87731,             0.82218,             0.86777,             0.46324,             0.03303,            0.016742,           0.0070012,            0.004225,            0.004225,            0.004225
                 177,            0.032472,            0.018391,           0.0019997,             0.87646,             0.82313,             0.86744,             0.46334,            0.033023,            0.016738,           0.0070058,            0.004192,            0.004192,            0.004192
                 178,            0.032646,            0.018283,           0.0020381,              0.8754,             0.82411,             0.86791,              0.4636,            0.033008,            0.016733,           0.0069939,            0.004159,            0.004159,            0.004159
                 179,            0.032436,            0.018143,           0.0020616,              0.8761,             0.82344,             0.86773,             0.46352,            0.032995,            0.016728,           0.0069819,            0.004126,            0.004126,            0.004126
                 180,            0.032403,            0.018097,           0.0020053,              0.8758,             0.82307,             0.86801,             0.46382,            0.032982,            0.016724,           0.0069686,            0.004093,            0.004093,            0.004093
                 181,             0.03252,            0.018338,           0.0020504,             0.87508,             0.82382,             0.86819,             0.46399,            0.032971,            0.016719,            0.006959,             0.00406,             0.00406,             0.00406
                 182,            0.032295,            0.018276,           0.0019521,             0.87278,             0.82574,             0.86804,             0.46438,             0.03296,            0.016712,           0.0069576,            0.004027,            0.004027,            0.004027
                 183,            0.032388,            0.018103,           0.0020142,             0.87292,             0.82624,             0.86811,              0.4639,            0.032957,            0.016705,           0.0069547,            0.003994,            0.003994,            0.003994
                 184,             0.03237,            0.018083,           0.0019604,             0.87325,             0.82684,             0.86821,             0.46439,             0.03295,            0.016703,           0.0069527,            0.003961,            0.003961,            0.003961
                 185,            0.032249,            0.018166,           0.0019902,             0.87233,             0.82723,             0.86803,             0.46422,            0.032949,              0.0167,           0.0069563,            0.003928,            0.003928,            0.003928
                 186,            0.032417,            0.018249,           0.0020604,             0.87249,             0.82819,             0.86816,             0.46448,            0.032945,            0.016696,           0.0069564,            0.003895,            0.003895,            0.003895
                 187,            0.032074,            0.018075,           0.0019122,             0.87154,             0.82965,             0.86842,             0.46447,            0.032941,            0.016691,            0.006944,            0.003862,            0.003862,            0.003862
                 188,            0.032198,            0.018219,           0.0020223,             0.87204,             0.82853,             0.86842,             0.46495,            0.032935,             0.01669,           0.0069324,            0.003829,            0.003829,            0.003829
                 189,            0.032246,            0.017991,           0.0019264,             0.87266,             0.82753,             0.86846,             0.46493,            0.032926,            0.016685,           0.0069298,            0.003796,            0.003796,            0.003796
                 190,            0.032128,             0.01812,           0.0019317,             0.87476,             0.82559,             0.86876,             0.46508,            0.032928,            0.016682,           0.0069282,            0.003763,            0.003763,            0.003763
                 191,            0.032108,            0.018251,           0.0019413,             0.87504,             0.82636,             0.86858,             0.46545,            0.032918,            0.016675,           0.0069267,             0.00373,             0.00373,             0.00373
                 192,              0.0319,            0.017843,           0.0018965,             0.87383,             0.82605,             0.86837,             0.46531,            0.032907,            0.016672,           0.0069345,            0.003697,            0.003697,            0.003697
                 193,            0.031972,            0.018037,           0.0018372,             0.87508,             0.82518,             0.86867,             0.46553,              0.0329,            0.016668,           0.0069388,            0.003664,            0.003664,            0.003664
                 194,            0.032207,            0.018094,           0.0018423,             0.87692,             0.82586,             0.86909,             0.46581,            0.032894,            0.016662,           0.0069473,            0.003631,            0.003631,            0.003631
                 195,            0.031904,            0.018113,           0.0019064,             0.87708,             0.82539,             0.86917,             0.46606,            0.032887,            0.016658,           0.0069567,            0.003598,            0.003598,            0.003598
                 196,            0.031909,            0.017999,           0.0019115,             0.87746,              0.8259,             0.86949,             0.46618,            0.032868,            0.016648,           0.0069649,            0.003565,            0.003565,            0.003565
                 197,            0.031985,            0.018114,           0.0019554,             0.87758,             0.82605,             0.86931,             0.46642,            0.032846,            0.016643,           0.0069682,            0.003532,            0.003532,            0.003532
                 198,            0.031796,            0.017935,           0.0019108,             0.87612,             0.82725,             0.86949,             0.46636,            0.032837,            0.016639,           0.0069693,            0.003499,            0.003499,            0.003499
                 199,            0.031911,            0.018115,           0.0018337,             0.87768,              0.8268,             0.86974,             0.46664,            0.032824,            0.016631,           0.0069618,            0.003466,            0.003466,            0.003466
                 200,            0.031798,            0.018079,           0.0018856,             0.87716,             0.82729,             0.86984,             0.46681,            0.032816,            0.016625,           0.0069558,            0.003433,            0.003433,            0.003433
                 201,            0.031805,            0.017862,           0.0019396,             0.88137,             0.82389,             0.87019,             0.46701,            0.032809,            0.016617,           0.0069586,              0.0034,              0.0034,              0.0034
                 202,            0.031676,            0.018063,           0.0018585,             0.88186,             0.82323,             0.86999,              0.4673,              0.0328,            0.016611,           0.0069559,            0.003367,            0.003367,            0.003367
                 203,            0.031534,            0.017733,           0.0018391,             0.88146,              0.8234,             0.87002,             0.46738,            0.032788,            0.016605,           0.0069582,            0.003334,            0.003334,            0.003334
                 204,             0.03179,            0.017897,           0.0018527,             0.87918,             0.82518,             0.87011,             0.46767,            0.032778,            0.016599,           0.0069517,            0.003301,            0.003301,            0.003301
                 205,            0.031541,            0.017777,           0.0017988,             0.87709,             0.82693,             0.87023,             0.46792,            0.032775,            0.016594,           0.0069457,            0.003268,            0.003268,            0.003268
                 206,            0.031709,            0.017938,           0.0017851,             0.88089,             0.82543,             0.87052,             0.46839,            0.032767,             0.01659,           0.0069418,            0.003235,            0.003235,            0.003235
                 207,            0.031598,            0.017858,           0.0017727,             0.87543,             0.82829,             0.87009,             0.46828,             0.03277,            0.016588,           0.0069405,            0.003202,            0.003202,            0.003202
                 208,            0.031585,            0.017886,           0.0018048,             0.87314,              0.8296,             0.87028,             0.46828,            0.032772,            0.016585,           0.0069395,            0.003169,            0.003169,            0.003169
                 209,            0.031664,            0.017665,           0.0017685,             0.87487,             0.82865,             0.87016,             0.46882,            0.032767,            0.016582,            0.006942,            0.003136,            0.003136,            0.003136
                 210,            0.031588,            0.017638,           0.0017811,             0.87502,             0.82828,             0.87022,             0.46888,            0.032758,            0.016581,           0.0069444,            0.003103,            0.003103,            0.003103
                 211,            0.031602,            0.017905,           0.0018044,             0.88097,             0.82416,             0.87002,             0.46937,             0.03275,            0.016578,           0.0069532,             0.00307,             0.00307,             0.00307
                 212,             0.03122,            0.017653,             0.00175,             0.87918,             0.82538,             0.87008,             0.46955,            0.032748,            0.016578,           0.0069511,            0.003037,            0.003037,            0.003037
                 213,            0.031255,            0.017722,           0.0017276,             0.88272,             0.82335,             0.87053,             0.46987,            0.032744,            0.016575,           0.0069513,            0.003004,            0.003004,            0.003004
                 214,            0.031293,            0.017703,           0.0016735,             0.88092,             0.82521,             0.87029,             0.46984,            0.032742,            0.016577,           0.0069531,            0.002971,            0.002971,            0.002971
                 215,            0.031164,            0.017556,           0.0016582,             0.88051,             0.82567,             0.87023,             0.47009,            0.032745,            0.016574,           0.0069584,            0.002938,            0.002938,            0.002938
                 216,            0.031036,            0.017482,           0.0017492,             0.87932,             0.82681,             0.87023,             0.47044,            0.032741,            0.016569,            0.006966,            0.002905,            0.002905,            0.002905
                 217,            0.031256,            0.017577,           0.0017396,             0.87449,             0.82974,             0.87043,             0.47036,            0.032734,            0.016566,           0.0069662,            0.002872,            0.002872,            0.002872
                 218,            0.031098,            0.017563,           0.0017579,             0.88031,             0.82672,             0.87058,             0.47077,            0.032726,            0.016565,           0.0069689,            0.002839,            0.002839,            0.002839
                 219,            0.031219,            0.017882,            0.001689,              0.8791,             0.82738,             0.87059,             0.47154,            0.032716,            0.016561,           0.0069693,            0.002806,            0.002806,            0.002806
                 220,            0.031283,            0.017512,           0.0017438,             0.87941,             0.82832,             0.87096,              0.4721,            0.032715,            0.016561,           0.0069725,            0.002773,            0.002773,            0.002773
                 221,             0.03114,             0.01749,           0.0016795,             0.87693,             0.82905,              0.8709,             0.47245,            0.032716,            0.016561,           0.0069809,             0.00274,             0.00274,             0.00274
                 222,            0.031243,            0.017568,           0.0017014,             0.87996,             0.82744,             0.87127,             0.47268,            0.032714,            0.016561,           0.0069851,            0.002707,            0.002707,            0.002707
                 223,            0.031084,            0.017551,           0.0016517,             0.88095,             0.82704,             0.87118,              0.4728,            0.032707,            0.016558,           0.0069849,            0.002674,            0.002674,            0.002674
                 224,            0.031027,            0.017535,           0.0016781,              0.8811,             0.82741,             0.87181,             0.47282,            0.032702,            0.016559,           0.0069855,            0.002641,            0.002641,            0.002641
                 225,             0.03094,            0.017494,           0.0016459,             0.88258,             0.82702,             0.87164,             0.47265,            0.032706,            0.016559,           0.0069847,            0.002608,            0.002608,            0.002608
                 226,            0.030914,            0.017491,           0.0016361,             0.88431,              0.8266,             0.87172,             0.47262,             0.03271,            0.016556,           0.0069824,            0.002575,            0.002575,            0.002575
                 227,            0.030785,            0.017439,           0.0015978,             0.88426,             0.82623,             0.87188,             0.47266,            0.032711,            0.016554,           0.0069905,            0.002542,            0.002542,            0.002542
                 228,            0.030682,            0.017378,           0.0016972,             0.88315,              0.8272,             0.87192,             0.47299,            0.032716,            0.016554,           0.0069979,            0.002509,            0.002509,            0.002509
                 229,            0.030817,            0.017435,           0.0016558,             0.88423,             0.82569,             0.87178,             0.47325,            0.032717,            0.016551,           0.0070046,            0.002476,            0.002476,            0.002476
                 230,            0.030559,            0.017479,           0.0016035,             0.88402,              0.8253,             0.87161,             0.47346,             0.03272,            0.016551,           0.0070108,            0.002443,            0.002443,            0.002443
                 231,            0.030469,            0.017051,           0.0015302,             0.88354,             0.82536,             0.87162,             0.47339,            0.032723,            0.016551,           0.0070196,             0.00241,             0.00241,             0.00241
                 232,            0.030748,            0.017369,            0.001657,             0.88301,             0.82542,             0.87156,              0.4739,            0.032711,             0.01655,           0.0070322,            0.002377,            0.002377,            0.002377
                 233,            0.030554,            0.017298,           0.0016305,             0.88333,             0.82572,             0.87219,              0.4741,            0.032709,            0.016549,           0.0070502,            0.002344,            0.002344,            0.002344
                 234,            0.030786,            0.017414,            0.001552,             0.88321,              0.8254,             0.87204,              0.4742,            0.032695,            0.016546,           0.0070614,            0.002311,            0.002311,            0.002311
                 235,            0.030473,            0.017242,           0.0015927,             0.88243,             0.82553,             0.87192,             0.47434,            0.032691,            0.016545,           0.0070759,            0.002278,            0.002278,            0.002278
                 236,            0.030537,            0.017463,           0.0015952,             0.88097,             0.82612,             0.87114,             0.47459,            0.032683,            0.016543,           0.0070933,            0.002245,            0.002245,            0.002245
                 237,              0.0304,            0.017156,           0.0015272,              0.8823,              0.8257,             0.87133,             0.47455,             0.03268,            0.016543,           0.0071115,            0.002212,            0.002212,            0.002212
                 238,            0.030423,            0.017319,           0.0015055,             0.88284,             0.82443,             0.87106,              0.4746,            0.032678,            0.016542,           0.0071265,            0.002179,            0.002179,            0.002179
                 239,            0.030219,            0.017003,           0.0014807,             0.88331,             0.82467,             0.87147,             0.47466,            0.032672,            0.016541,            0.007145,            0.002146,            0.002146,            0.002146
                 240,            0.030523,            0.017289,           0.0015267,             0.88291,             0.82611,             0.87196,             0.47502,            0.032674,            0.016539,            0.007158,            0.002113,            0.002113,            0.002113
                 241,            0.030223,            0.017212,           0.0015096,               0.882,             0.82533,             0.87138,             0.47497,            0.032665,            0.016539,           0.0071733,             0.00208,             0.00208,             0.00208
                 242,            0.030145,            0.017204,           0.0014998,             0.88151,             0.82477,             0.87099,              0.4753,            0.032657,            0.016535,           0.0071855,            0.002047,            0.002047,            0.002047
                 243,            0.030198,            0.017094,           0.0014808,             0.88117,             0.82444,             0.87095,             0.47559,            0.032657,            0.016536,           0.0072049,            0.002014,            0.002014,            0.002014
                 244,            0.030302,            0.017229,           0.0015106,             0.88153,             0.82488,              0.8707,             0.47543,             0.03266,            0.016535,           0.0072114,            0.001981,            0.001981,            0.001981
                 245,            0.030113,            0.017168,           0.0014928,             0.88122,             0.82372,             0.87076,             0.47527,            0.032661,            0.016538,           0.0072274,            0.001948,            0.001948,            0.001948
                 246,            0.030043,            0.017394,           0.0015039,              0.8824,             0.82414,             0.87123,             0.47542,            0.032663,            0.016538,           0.0072401,            0.001915,            0.001915,            0.001915
                 247,            0.030032,            0.017113,           0.0014325,             0.88327,              0.8238,             0.87139,              0.4755,            0.032659,            0.016536,           0.0072573,            0.001882,            0.001882,            0.001882
                 248,             0.02995,            0.017006,           0.0014634,             0.88368,             0.82343,             0.87166,             0.47564,            0.032659,            0.016536,           0.0072692,            0.001849,            0.001849,            0.001849
                 249,            0.029763,            0.017135,           0.0014488,              0.8842,             0.82511,             0.87238,             0.47601,            0.032653,            0.016535,           0.0072804,            0.001816,            0.001816,            0.001816
                 250,            0.029905,            0.017139,           0.0014217,             0.88433,             0.82394,             0.87169,             0.47616,             0.03265,            0.016534,           0.0072841,            0.001783,            0.001783,            0.001783
                 251,            0.029796,            0.016808,           0.0014116,              0.8842,             0.82333,             0.87102,             0.47615,            0.032651,            0.016533,           0.0073079,             0.00175,             0.00175,             0.00175
                 252,            0.029739,            0.016913,           0.0014383,             0.88494,             0.82412,             0.87113,             0.47585,            0.032654,            0.016537,           0.0073237,            0.001717,            0.001717,            0.001717
                 253,            0.029723,            0.016986,           0.0014118,             0.88544,             0.82322,             0.87132,             0.47588,            0.032655,            0.016539,           0.0073397,            0.001684,            0.001684,            0.001684
                 254,            0.029606,            0.016809,           0.0013784,             0.88378,             0.82483,             0.87139,             0.47599,            0.032658,             0.01654,           0.0073519,            0.001651,            0.001651,            0.001651
                 255,            0.029499,            0.016834,           0.0013658,             0.88499,             0.82403,             0.87082,             0.47596,            0.032656,             0.01654,           0.0073653,            0.001618,            0.001618,            0.001618
                 256,            0.029552,            0.016956,            0.001389,             0.88411,             0.82463,             0.87095,             0.47568,            0.032668,            0.016544,           0.0073813,            0.001585,            0.001585,            0.001585
                 257,            0.029622,            0.016945,           0.0014467,             0.88396,             0.82476,             0.87048,             0.47591,            0.032666,            0.016543,           0.0073998,            0.001552,            0.001552,            0.001552
                 258,            0.029505,            0.017075,           0.0013208,             0.88337,             0.82595,             0.87046,              0.4759,            0.032668,            0.016542,           0.0074211,            0.001519,            0.001519,            0.001519
                 259,            0.029453,            0.016903,           0.0013515,             0.88412,             0.82411,             0.87036,             0.47593,            0.032671,            0.016548,           0.0074361,            0.001486,            0.001486,            0.001486
                 260,            0.029273,            0.016703,           0.0013095,             0.88593,             0.82195,             0.86981,             0.47601,             0.03267,             0.01655,           0.0074533,            0.001453,            0.001453,            0.001453
                 261,            0.029393,             0.01684,           0.0013762,             0.88541,             0.82199,             0.86957,             0.47615,            0.032674,            0.016552,           0.0074709,             0.00142,             0.00142,             0.00142
                 262,            0.029163,            0.016736,            0.001235,             0.88374,             0.82338,             0.86962,             0.47638,            0.032674,            0.016554,           0.0074854,            0.001387,            0.001387,            0.001387
                 263,            0.029074,            0.016718,           0.0012515,             0.88412,             0.82347,             0.87036,              0.4764,            0.032678,            0.016557,           0.0075064,            0.001354,            0.001354,            0.001354
                 264,            0.029091,            0.016806,           0.0013252,             0.88219,              0.8252,             0.87053,              0.4767,            0.032679,             0.01656,           0.0075258,            0.001321,            0.001321,            0.001321
                 265,            0.029188,            0.016627,           0.0012909,             0.88222,             0.82454,             0.86972,             0.47608,            0.032683,            0.016563,           0.0075347,            0.001288,            0.001288,            0.001288
                 266,            0.029155,            0.016519,           0.0012891,             0.87766,             0.82961,             0.87018,             0.47677,             0.03268,            0.016565,           0.0075539,            0.001255,            0.001255,            0.001255
                 267,            0.028919,            0.016578,           0.0013182,             0.87648,             0.82982,             0.86982,             0.47677,            0.032683,            0.016567,           0.0075676,            0.001222,            0.001222,            0.001222
                 268,            0.028759,            0.016519,           0.0012068,             0.87656,              0.8299,             0.86997,             0.47673,            0.032686,             0.01657,           0.0075842,            0.001189,            0.001189,            0.001189
                 269,            0.028951,            0.016627,           0.0012657,             0.87642,             0.83066,             0.87034,             0.47695,            0.032692,            0.016573,           0.0075912,            0.001156,            0.001156,            0.001156
                 270,              0.0288,            0.016581,           0.0012429,             0.88157,             0.82567,              0.8699,             0.47659,            0.032698,            0.016577,           0.0076045,            0.001123,            0.001123,            0.001123
                 271,            0.028647,            0.016449,           0.0012131,             0.88055,             0.82722,             0.86969,             0.47693,            0.032705,            0.016581,           0.0076139,             0.00109,             0.00109,             0.00109
                 272,              0.0285,            0.016411,           0.0011648,             0.88156,             0.82653,             0.86979,             0.47688,            0.032704,            0.016584,           0.0076265,            0.001057,            0.001057,            0.001057
                 273,            0.028594,            0.016402,           0.0012373,             0.87998,             0.82809,              0.8698,             0.47685,             0.03271,            0.016587,           0.0076388,            0.001024,            0.001024,            0.001024
                 274,            0.028402,            0.016332,           0.0011722,             0.87962,             0.82851,              0.8699,             0.47676,             0.03271,            0.016595,           0.0076587,            0.000991,            0.000991,            0.000991
                 275,            0.028581,            0.016398,           0.0011641,             0.87863,             0.82912,             0.86961,             0.47661,            0.032714,              0.0166,           0.0076781,            0.000958,            0.000958,            0.000958
                 276,            0.028422,            0.016309,           0.0011999,             0.87922,             0.82843,             0.86953,             0.47672,            0.032716,            0.016605,           0.0076932,            0.000925,            0.000925,            0.000925
                 277,             0.02826,            0.016323,           0.0011968,             0.87804,             0.82961,             0.86958,             0.47672,            0.032716,            0.016609,           0.0077057,            0.000892,            0.000892,            0.000892
                 278,            0.028412,            0.016258,           0.0012119,             0.87682,             0.82949,             0.86933,             0.47695,            0.032718,            0.016613,            0.007717,            0.000859,            0.000859,            0.000859
                 279,            0.028334,            0.016222,           0.0012179,              0.8777,             0.82826,              0.8694,             0.47723,             0.03272,             0.01662,           0.0077305,            0.000826,            0.000826,            0.000826
                 280,             0.02833,            0.016263,           0.0011661,             0.87739,              0.8284,             0.86931,             0.47747,            0.032725,            0.016628,           0.0077389,            0.000793,            0.000793,            0.000793
                 281,            0.027909,            0.015989,           0.0011417,             0.87746,             0.82916,             0.86919,              0.4773,             0.03273,            0.016633,           0.0077547,             0.00076,             0.00076,             0.00076
                 282,            0.028092,            0.016303,           0.0011545,             0.87883,             0.82788,             0.86915,             0.47757,            0.032737,            0.016638,           0.0077684,            0.000727,            0.000727,            0.000727
                 283,            0.028081,            0.016373,           0.0010905,              0.8801,             0.82803,             0.86971,             0.47789,            0.032742,            0.016644,           0.0077854,            0.000694,            0.000694,            0.000694
                 284,            0.028019,             0.01621,           0.0011111,             0.88095,             0.82888,             0.87005,             0.47786,            0.032751,            0.016648,           0.0077985,            0.000661,            0.000661,            0.000661
                 285,            0.027813,            0.016188,           0.0010951,             0.88148,             0.82845,             0.87007,             0.47781,            0.032758,            0.016652,           0.0078112,            0.000628,            0.000628,            0.000628
                 286,            0.027727,            0.015972,           0.0011003,             0.88101,             0.82788,             0.86984,             0.47771,            0.032766,            0.016659,           0.0078291,            0.000595,            0.000595,            0.000595
                 287,            0.027608,            0.016013,           0.0010752,             0.88186,             0.82894,             0.86991,             0.47745,            0.032776,            0.016666,           0.0078463,            0.000562,            0.000562,            0.000562
                 288,              0.0276,            0.016148,           0.0010829,             0.88291,             0.82908,              0.8701,              0.4776,            0.032788,            0.016674,            0.007864,            0.000529,            0.000529,            0.000529
                 289,            0.027663,            0.015985,           0.0010936,             0.88288,             0.82711,             0.86901,             0.47726,            0.032798,            0.016683,           0.0078831,            0.000496,            0.000496,            0.000496
                 290,            0.027544,             0.01596,           0.0010304,              0.8845,             0.82638,             0.86912,             0.47712,            0.032811,            0.016692,           0.0078997,            0.000463,            0.000463,            0.000463
                 291,            0.027448,            0.015844,           0.0010414,             0.88505,             0.82563,             0.86848,             0.47746,            0.032823,            0.016702,           0.0079179,             0.00043,             0.00043,             0.00043
                 292,            0.027385,            0.015952,           0.0010208,             0.88258,               0.827,             0.86832,             0.47716,            0.032838,             0.01671,           0.0079385,            0.000397,            0.000397,            0.000397
                 293,            0.027227,            0.015591,           0.0010548,             0.88424,             0.82669,             0.86824,             0.47693,            0.032854,             0.01672,           0.0079564,            0.000364,            0.000364,            0.000364
                 294,            0.027275,            0.015785,           0.0010177,               0.884,             0.82681,             0.86811,             0.47673,             0.03287,             0.01673,            0.007974,            0.000331,            0.000331,            0.000331
                 295,            0.027121,            0.015654,           0.0010398,             0.88336,             0.82744,             0.86778,              0.4769,             0.03288,            0.016739,           0.0079977,            0.000298,            0.000298,            0.000298
                 296,            0.027125,            0.015569,           0.0010269,             0.88288,             0.82744,             0.86793,             0.47677,             0.03289,            0.016748,            0.008021,            0.000265,            0.000265,            0.000265
                 297,            0.027158,             0.01586,          0.00093283,             0.88352,               0.827,             0.86789,             0.47669,            0.032901,            0.016758,           0.0080441,            0.000232,            0.000232,            0.000232
                 298,            0.026939,            0.015549,          0.00097984,             0.88427,             0.82701,             0.86811,             0.47667,            0.032911,            0.016767,           0.0080714,            0.000199,            0.000199,            0.000199
                 299,            0.026874,            0.015737,          0.00099779,             0.88437,             0.82668,             0.86775,             0.47643,             0.03292,            0.016774,           0.0080906,            0.000166,            0.000166,            0.000166
